timestamp,lat,lon,BASIN,month,Month Name,Tropical SST,Local SST
1982-06-17 00:00:00,20.7,135.8,WP,6,Jun,27.85353,28.249578
1982-07-02 00:00:00,13.2,143.8,WP,7,Jul,27.853996,29.036331
1982-07-06 00:00:00,6.1,182.2,WP,7,Jul,27.853996,29.22611
1982-07-18 00:00:00,13.5,166.5,WP,7,Jul,27.853996,28.37562
1982-07-31 00:00:00,20.0,152.0,WP,7,Jul,27.853996,28.257984
1982-08-13 00:00:00,16.5,168.8,WP,8,Aug,27.854769,28.47401
1982-08-18 00:00:00,6.7,197.0,WP,8,Aug,27.854769,28.865824
1982-08-29 00:00:00,5.5,170.5,WP,8,Aug,27.854769,29.587713
1982-09-03 00:00:00,7.3,131.8,WP,9,Sep,27.85537,29.368134
1982-09-12 00:00:00,18.1,152.3,WP,9,Sep,27.85537,28.866053
1982-09-13 00:00:00,12.0,144.0,WP,9,Sep,27.85537,29.23619
1982-10-10 00:00:00,16.6,137.4,WP,10,Oct,27.854761,28.915201
1982-10-14 00:00:00,6.2,152.8,WP,10,Oct,27.854761,29.578033
1982-10-17 00:00:00,4.6,173.3,WP,10,Oct,27.854761,29.39975
1982-10-20 00:00:00,6.0,171.0,WP,10,Oct,27.854761,29.652716
1982-10-29 00:00:00,14.8,115.0,WP,10,Oct,27.854761,28.315397
1982-11-01 00:00:00,13.8,134.0,WP,11,Nov,27.853806,28.45231
1982-11-23 00:00:00,3.8,160.7,WP,11,Nov,27.853806,29.315544
1982-11-28 00:00:00,14.7,137.1,WP,11,Nov,27.853806,28.344929
1982-12-27 00:00:00,12.8,130.3,WP,12,Dec,27.851954,27.755436
1983-01-03 00:00:00,-17.3,147.5,AUS,1,Jan,27.849394,28.186354
1983-01-13 00:00:00,-12.8,140.0,AUS,1,Jan,27.849394,29.843887
1983-01-21 00:00:00,-15.9,137.0,AUS,1,Jan,27.849394,30.3858
1983-01-23 00:00:00,-14.7,146.3,AUS,1,Jan,27.849394,28.725845
1983-02-18 00:00:00,-12.5,55.4,SI,2,Feb,27.843636,28.484695
1983-02-23 00:00:00,-5.1,93.9,AUS,2,Feb,27.843636,28.73381
1983-04-20 00:00:00,-10.8,125.2,AUS,4,Apr,27.829315,29.26411
1983-04-24 00:00:00,-5.4,70.4,SI,4,Apr,27.829315,29.369802
1983-04-29 00:00:00,-11.9,125.0,AUS,4,Apr,27.829315,29.410645
1983-06-08 00:00:00,7.7,153.9,WP,6,Jun,27.821238,29.06224
1983-07-10 00:00:00,9.2,140.3,WP,7,Jul,27.818283,29.451859
1983-07-26 00:00:00,9.2,163.3,WP,7,Jul,27.818283,29.083958
1983-08-04 00:00:00,11.5,119.1,WP,8,Aug,27.816635,28.99461
1983-08-06 00:00:00,13.5,166.5,WP,8,Aug,27.816635,28.835667
1983-08-10 00:00:00,8.7,144.6,WP,8,Aug,27.816635,29.46127
1983-08-16 00:00:00,13.0,124.4,WP,8,Aug,27.816635,29.107866
1983-08-22 00:00:00,15.4,112.2,WP,8,Aug,27.816635,28.651403
1983-08-22 00:00:00,21.5,133.4,WP,8,Aug,27.816635,29.008112
1983-08-24 00:00:00,14.5,139.6,WP,8,Aug,27.816635,29.149115
1983-09-20 00:00:00,5.6,150.2,WP,9,Sep,27.815,29.652044
1983-09-30 00:00:00,18.1,138.5,WP,9,Sep,27.815,29.057377
1983-10-18 00:00:00,11.0,193.0,WP,10,Oct,27.813395,28.909521
1983-10-20 00:00:00,7.0,155.4,WP,10,Oct,27.813395,29.532032
1983-10-21 00:00:00,-9.0,165.6,SP,10,Oct,27.813395,28.640682
1983-11-05 00:00:00,14.6,153.8,WP,11,Nov,27.812317,28.008566
1983-11-16 00:00:00,6.6,161.6,WP,11,Nov,27.812317,29.372713
1983-11-20 00:00:00,-8.6,205.7,SP,11,Nov,27.812317,28.991817
1983-11-22 00:00:00,11.3,133.5,WP,11,Nov,27.812317,28.716684
1983-12-09 00:00:00,-12.7,145.2,AUS,12,Dec,27.810698,27.8386
1983-12-22 00:00:00,-14.3,150.7,AUS,12,Dec,27.810698,27.86481
1984-01-06 00:00:00,-13.5,185.5,SP,1,Jan,27.80813,29.29183
1984-01-11 00:00:00,-5.7,75.9,SI,1,Jan,27.80813,28.666595
1984-01-24 00:00:00,-11.1,143.7,AUS,1,Jan,27.80813,29.381725
1984-01-29 00:00:00,-13.3,69.7,SI,1,Jan,27.80813,27.89891
1984-02-05 00:00:00,-20.1,152.4,AUS,2,Feb,27.805298,27.971228
1984-02-11 00:00:00,-11.7,63.2,SI,2,Feb,27.805298,28.569874
1984-02-12 00:00:00,-10.6,79.7,SI,2,Feb,27.805298,28.629248
1984-02-17 00:00:00,-12.7,142.7,AUS,2,Feb,27.805298,29.73001
1984-02-17 00:00:00,-13.5,180.4,SP,2,Feb,27.805298,29.469574
1984-02-29 00:00:00,-10.0,166.9,SP,2,Feb,27.805298,29.681711
1984-03-06 00:00:00,-13.9,171.8,SP,3,Mar,27.803846,29.410885
1984-03-09 00:00:00,-8.8,47.2,SI,3,Mar,27.803846,29.111588
1984-03-17 00:00:00,-10.2,55.3,SI,3,Mar,27.803846,28.94468
1984-03-26 00:00:00,-10.0,228.6,SP,3,Mar,27.803846,28.732838
1984-03-31 00:00:00,-11.7,63.2,SI,3,Mar,27.803846,28.90054
1984-11-30 00:00:00,-7.5,163.0,SP,11,Nov,27.750204,29.463715
1984-12-09 00:00:00,-14.8,124.0,AUS,12,Dec,27.74373,29.982664
1984-12-13 00:00:00,-12.2,181.3,SP,12,Dec,27.74373,29.13563
1984-12-22 00:00:00,-10.5,192.0,SP,12,Dec,27.74373,29.384243
1985-01-02 00:00:00,-19.0,147.0,AUS,1,Jan,27.739649,27.966877
1985-01-10 00:00:00,-16.2,178.4,SP,1,Jan,27.739649,28.5013
1985-01-25 00:00:00,-9.9,96.8,AUS,1,Jan,27.739649,28.665264
1985-01-29 00:00:00,-15.5,134.8,AUS,1,Jan,27.739649,30.702417
1985-02-13 00:00:00,-19.0,157.5,AUS,2,Feb,27.736235,28.070232
1985-02-19 00:00:00,-14.8,124.0,AUS,2,Feb,27.736235,29.63944
1985-02-21 00:00:00,-14.0,171.6,SP,2,Feb,27.736235,29.397171
1985-02-26 00:00:00,-16.2,120.5,AUS,2,Feb,27.736235,29.507677
1985-03-17 00:00:00,-13.6,124.7,AUS,3,Mar,27.732485,29.527384
1985-03-19 00:00:00,-16.4,139.5,AUS,3,Mar,27.732485,30.146914
1985-04-26 00:00:00,-12.8,183.9,SP,4,Apr,27.730133,29.507147
1985-04-28 00:00:00,2.6,158.8,WP,4,Apr,27.730133,28.712734
1985-04-30 00:00:00,-13.6,124.7,AUS,4,Apr,27.730133,29.430468
1985-06-19 00:00:00,11.5,133.4,WP,6,Jun,27.734285,29.228048
1985-06-23 00:00:00,15.7,117.0,WP,6,Jun,27.734285,29.205364
1985-07-04 00:00:00,11.5,119.1,WP,7,Jul,27.7407,29.312475
1985-07-08 00:00:00,16.4,149.8,WP,7,Jul,27.7407,28.532291
1985-07-10 00:00:00,5.5,162.4,WP,7,Jul,27.7407,29.578817
1985-07-23 00:00:00,21.1,113.1,WP,7,Jul,27.7407,28.391983
1985-08-06 00:00:00,19.2,140.3,WP,8,Aug,27.749186,28.957935
1985-08-10 00:00:00,10.9,161.8,WP,8,Aug,27.749186,29.343348
1985-08-16 00:00:00,6.2,152.8,WP,8,Aug,27.749186,29.71026
1985-08-19 00:00:00,8.0,155.8,WP,8,Aug,27.749186,29.613214
1985-08-24 00:00:00,7.8,137.9,WP,8,Aug,27.749186,29.565832
1985-08-30 00:00:00,12.3,149.3,WP,8,Aug,27.749186,29.242022
1985-08-31 00:00:00,5.5,138.7,WP,8,Aug,27.749186,29.68952
1985-09-08 00:00:00,12.2,137.3,WP,9,Sep,27.759056,29.186129
1985-09-13 00:00:00,6.9,150.8,WP,9,Sep,27.759056,29.687008
1985-09-13 00:00:00,5.7,145.1,WP,9,Sep,27.759056,29.706879
1985-09-22 00:00:00,15.9,142.7,WP,9,Sep,27.759056,29.100107
1985-09-24 00:00:00,13.3,138.4,WP,9,Sep,27.759056,29.143805
1985-09-26 00:00:00,22.3,141.3,WP,9,Sep,27.759056,28.65331
1985-10-02 00:00:00,9.9,142.4,WP,10,Oct,27.768892,29.26298
1985-11-18 00:00:00,12.0,192.4,WP,11,Nov,27.779053,28.134695
1985-11-25 00:00:00,14.8,115.0,WP,11,Nov,27.779053,27.632952
1985-11-27 00:00:00,13.3,149.2,WP,11,Nov,27.779053,28.340393
1985-12-05 00:00:00,-11.6,140.0,AUS,12,Dec,27.78994,29.115873
1985-12-14 00:00:00,-15.1,158.9,AUS,12,Dec,27.78994,27.943254
1986-01-13 00:00:00,-16.1,147.9,AUS,1,Jan,27.799543,28.248632
1986-01-16 00:00:00,-8.6,205.7,SP,1,Jan,27.799543,29.328472
1986-02-01 00:00:00,-16.9,173.2,SP,2,Feb,27.809092,28.840418
1986-02-15 00:00:00,-8.3,128.9,AUS,2,Feb,27.809092,29.056025
1986-02-20 00:00:00,-7.0,172.0,SP,2,Feb,27.809092,29.7299
1986-02-28 00:00:00,-12.0,111.0,AUS,2,Feb,27.809092,28.966427
1986-03-06 00:00:00,-10.4,183.7,SP,3,Mar,27.818464,29.77363
1986-03-20 00:00:00,-8.2,133.2,AUS,3,Mar,27.818464,29.225697
1986-04-28 00:00:00,-9.7,182.9,SP,4,Apr,27.827517,29.80778
1986-05-22 00:00:00,14.0,137.0,WP,5,May,27.834648,28.121422
1986-05-30 00:00:00,7.1,136.5,WP,5,May,27.834648,29.227396
1986-06-22 00:00:00,21.6,118.3,WP,6,Jun,27.838888,28.327726
1986-07-10 00:00:00,9.3,148.5,WP,7,Jul,27.839981,29.304754
1986-07-27 00:00:00,-6.6,85.8,SI,7,Jul,27.839981,27.787542
1986-07-27 00:00:00,9.3,172.3,WP,7,Jul,27.839981,28.928238
1986-07-28 00:00:00,7.0,177.0,WP,7,Jul,27.839981,29.195404
1986-08-02 00:00:00,23.9,143.7,WP,8,Aug,27.839005,28.473862
1986-08-07 00:00:00,8.2,134.5,WP,8,Aug,27.839005,29.585968
1986-08-16 00:00:00,13.8,114.5,WP,8,Aug,27.839005,28.678295
1986-08-16 00:00:00,10.5,160.4,WP,8,Aug,27.839005,29.350643
1986-08-18 00:00:00,14.0,144.3,WP,8,Aug,27.839005,29.176245
1986-08-21 00:00:00,20.4,122.5,WP,8,Aug,27.839005,29.364185
1986-08-23 00:00:00,11.1,133.5,WP,8,Aug,27.839005,29.304522
1986-08-31 00:00:00,9.7,146.4,WP,8,Aug,27.839005,29.464148
